master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12_x,total_of_purchases,total_expenditure,Recency,Frequency,MonetaryValue,RecencyScore,FrequencyScore,MonetaryScore,RFM_Score,Value Segment,RFM Customer Segments,interested_in_categories_12_y
c6d7f798-af04-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-11-22,2020-04-07,2018-11-22,2020-04-07,1,1,80.49,186.43,[ERKEK],2,266.92,1249,1,266.92,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
5adaaf60-6127-11ea-8dd8-000d3a38a36f,Mobile,Offline,2020-09-05,2020-02-08,2020-09-05,2020-02-08,1,1,59.98,47.99,"[COCUK, KADIN]",2,107.97,1308,1,107.97,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN]"
b93e02d4-9f29-11e9-9897-000d3a38a36f,Android App,Offline,2019-11-11,2020-01-10,2019-11-11,2020-01-10,1,2,175.71,168.73,"[ERKEK, AKTIFSPOR]",3,344.44,1337,1,344.44,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
207fd1d2-1268-11ea-a001-000d3a38a36f,Desktop,Offline,2019-01-10,2020-05-06,2019-10-11,2020-05-06,1,2,159.98,123.73,[COCUK],3,283.71,1220,1,283.71,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
e0d551b4-016a-11ea-a5e8-000d3a38a36f,Android App,Android App,2019-12-13,2020-01-09,2020-01-09,2019-12-13,3,1,229.98,402.93,[COCUK],4,632.91,1338,1,632.91,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
880a4c80-9786-11ea-a9c8-000d3a38a36f,Android App,Offline,2019-04-04,2020-04-11,2020-01-10,2020-04-11,6,2,370.47,1174.43,"[ERKEK, AKTIFSPOR]",8,1544.9,1245,1,1544.9,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
51011b46-2f76-11eb-9c24-000d3a38a36f,Ios App,Offline,2018-08-12,2020-02-12,2020-11-26,2020-02-12,4,1,138.98,1553.83,"[ERKEK, KADIN, AKTIFSPOR]",5,1692.81,1304,1,1692.81,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
72ea8292-5150-11ea-99ba-000d3a38a36f,Ios App,Offline,2019-03-10,2020-02-09,2020-06-21,2020-02-09,1,3,354.96,324.98,"[COCUK, KADIN, AKTIFSPOR]",4,679.94,1307,1,679.94,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN, AKTIFSPOR]"
f28670ba-fe2f-11ea-a657-000d3a38a36f,Android App,Offline,2019-01-26,2020-02-11,2020-09-24,2020-02-11,1,2,329.39,99.99,"[AKTIFCOCUK, AKTIFSPOR]",3,429.38,1305,1,429.38,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, AKTIFSPOR]"
0f4c8b74-5b12-11ea-b524-000d3a38a36f,Android App,Android App,2020-02-22,2020-05-06,2020-05-06,2020-02-22,1,1,99.98,317.96,"[ERKEK, AKTIFSPOR]",2,417.94,1220,1,417.94,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
beb19d0a-a37c-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-03-30,2020-01-09,2020-01-09,2019-03-30,2,1,369.89,359.98,[ERKEK],3,729.87,1338,1,729.87,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
8f81d826-9f38-11e9-9897-000d3a38a36f,Mobile,Desktop,2013-01-08,2020-04-12,2020-04-12,2020-02-29,3,1,305.72,198.98,[AKTIFCOCUK],4,504.70000000000005,1244,1,504.70000000000005,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
31aaf3d2-afe9-11ea-b736-000d3a38a36f,Android App,Offline,2020-06-16,2020-04-09,2020-06-16,2020-04-09,2,1,54.98,297.96,"[COCUK, AKTIFSPOR]",3,352.94,1247,1,352.94,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, AKTIFSPOR]"
daa560bc-aeff-11e9-a2fc-000d3a38a36f,Ios App,Ios App,2018-11-25,2020-05-12,2020-05-12,2019-10-10,7,1,159.99,1100.9,[ERKEK],8,1260.89,1214,1,1260.89,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
ec840f8a-d633-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-08-18,2020-04-07,2020-04-07,2019-08-18,1,2,79.98,129.96,"[AKTIFCOCUK, KADIN]",3,209.94,1249,1,209.94,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, KADIN]"
72e94c22-5b2a-11ea-83f1-000d3a38a36f,Desktop,Desktop,2020-02-19,2020-03-12,2020-03-12,2020-02-19,4,1,120.49,426.96,"[ERKEK, AKTIFSPOR]",5,547.4499999999999,1275,1,547.4499999999999,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
be960fca-aeaa-11e9-a2fc-000d3a38a36f,Android App,Offline,2020-06-06,2020-04-11,2020-06-06,2020-04-11,1,1,529.99,273.98,"[ERKEK, AKTIFSPOR]",2,803.97,1245,1,803.97,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
0e919a4e-b194-11e9-89fa-000d3a38a36f,Mobile,Offline,2019-04-15,2020-01-11,2019-08-07,2020-01-11,1,5,635.41,29.99,"[ERKEK, AKTIFSPOR]",6,665.4,1336,1,665.4,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
58973fe0-a94c-11e9-a2fc-000d3a38a36f,Android App,Mobile,2015-11-26,2020-05-10,2020-05-10,2020-02-22,7,4,289.95,801.88,"[AKTIFCOCUK, COCUK, KADIN]",11,1091.83,1216,1,1091.83,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK, KADIN]"
ebbd8dfa-9e3a-11e9-9897-000d3a38a36f,Mobile,Offline,2018-05-06,2020-03-12,2019-04-07,2020-03-12,3,5,715.42,457.56,"[ERKEK, KADIN, AKTIFSPOR]",8,1172.98,1275,1,1172.98,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
c7ba1696-b16b-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-11-06,2020-05-07,2020-05-07,2019-08-26,7,1,139.99,1289.09,"[ERKEK, KADIN]",8,1429.08,1219,1,1429.08,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
2ba952c8-d685-11e9-93bc-000d3a38a36f,Ios App,Ios App,2019-08-26,2020-04-12,2020-04-12,2019-08-26,1,1,99.99,289.99,[ERKEK],2,389.98,1244,1,389.98,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
46cdde6a-b057-11e9-9757-000d3a38a36f,Mobile,Offline,2018-11-23,2020-04-10,2018-11-23,2020-04-10,1,3,285.69,197.99,[AKTIFCOCUK],4,483.68,1246,1,483.68,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
0a4e6440-a9dc-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-05-27,2020-01-09,2020-08-29,2020-01-09,13,1,49.99,2158.54,"[AKTIFCOCUK, ERKEK, COCUK]",14,2208.5299999999997,1338,1,2208.5299999999997,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, COCUK]"
fb39e1ce-adef-11e9-a2fc-000d3a38a36f,Desktop,Offline,2018-09-10,2020-04-11,2018-09-10,2020-04-11,1,1,294.72,129.59,"[ERKEK, KADIN]",2,424.31000000000006,1245,1,424.31000000000006,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
c28a5b5e-ade2-11e9-a2fc-000d3a38a36f,Ios App,Offline,2018-05-14,2020-03-08,2019-11-30,2020-03-08,4,3,359.94,694.96,"[COCUK, KADIN]",7,1054.9,1279,1,1054.9,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN]"
7a79efa6-5ba1-11ea-952c-000d3a38a36f,Ios App,Offline,2019-12-13,2020-02-08,2020-04-05,2020-02-08,1,2,170.47,201.97,[ERKEK],3,372.44,1308,1,372.44,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
e01481a6-b04c-11e9-9757-000d3a38a36f,Mobile,Offline,2019-04-03,2020-04-10,2019-05-04,2020-04-10,1,5,690.38,129.98,[ERKEK],6,820.36,1246,1,820.36,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
f1a127ba-aaf4-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-11-01,2020-05-07,2017-08-22,2020-05-07,3,2,190.47,270.59,[COCUK],5,461.05999999999995,1219,1,461.05999999999995,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
44133df2-a7ea-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-06-25,2020-04-10,2015-06-25,2020-04-10,2,1,95.49,109.98,[AKTIFCOCUK],3,205.47,1246,1,205.47,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
fdb961f4-b16e-11e9-89fa-000d3a38a36f,Desktop,Desktop,2019-10-27,2020-03-11,2020-03-11,2019-10-27,1,1,69.99,89.99,[ERKEK],2,159.98,1276,1,159.98,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
ba161b06-b463-11ea-96bf-000d3a38a36f,Mobile,Mobile,2020-06-22,2020-05-08,2020-05-08,2020-06-22,1,1,49.99,129.99,[ERKEK],2,179.98000000000002,1218,1,179.98000000000002,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
b7ad5d1c-5b48-11ea-8dc1-000d3a38a36f,Desktop,Offline,2020-01-28,2020-02-07,2020-04-28,2020-02-07,1,2,261.96,90.0,"[ERKEK, KADIN]",3,351.96,1309,1,351.96,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
d377e406-09dd-11eb-8ffc-000d3a38a36f,Android App,Offline,2020-09-10,2020-03-12,2020-09-10,2020-03-12,1,1,179.97,179.99,"[ERKEK, KADIN, AKTIFSPOR]",2,359.96000000000004,1275,1,359.96000000000004,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
539a730c-a746-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-12-31,2020-05-08,2014-12-31,2020-05-08,1,1,89.99,89.99,[ERKEK],2,179.98,1218,1,179.98,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
16346ada-ae7c-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-04-06,2020-01-11,2019-03-28,2020-01-11,3,3,475.68,352.96,"[ERKEK, COCUK, KADIN]",6,828.64,1336,1,828.64,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
7ea7a1b6-29e9-11ea-87cc-000d3a38a36f,Ios App,Offline,2019-09-22,2020-01-12,2020-11-30,2020-01-12,4,3,434.88,1384.63,"[COCUK, AKTIFSPOR]",7,1819.5100000000002,1335,1,1819.5100000000002,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, AKTIFSPOR]"
01d5156e-51f9-11ea-a243-000d3a38a36f,Mobile,Mobile,2019-06-12,2020-04-06,2020-04-06,2019-06-12,2,1,219.99,411.96,[ERKEK],3,631.95,1250,1,631.95,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
5fe1e444-a8e8-11e9-a2fc-000d3a38a36f,Mobile,Offline,2015-10-08,2020-03-06,2020-04-01,2020-03-06,11,3,262.96,939.78,"[AKTIFCOCUK, KADIN]",14,1202.74,1281,1,1202.74,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, KADIN]"
3bf35200-9f26-11e9-9897-000d3a38a36f,Desktop,Offline,2013-12-07,2020-03-10,2019-11-29,2020-03-10,2,3,479.97,174.99,[COCUK],5,654.96,1277,1,654.96,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
e4c43328-a718-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-12-11,2020-02-06,2014-12-11,2020-02-06,1,4,760.66,89.99,[ERKEK],5,850.65,1310,1,850.65,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
f6957fa2-ae08-11e9-a2fc-000d3a38a36f,Mobile,Desktop,2019-04-07,2020-01-07,2020-01-07,2019-04-07,2,1,219.98,319.98,"[ERKEK, AKTIFSPOR]",3,539.96,1340,1,539.96,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
4965de8e-62c7-11ea-9861-000d3a38a36f,Android App,Offline,2020-07-03,2020-04-07,2020-06-23,2020-04-07,3,2,322.95,359.94,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",5,682.89,1249,1,682.89,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
b606fe1c-97e0-11ea-9d91-000d3a38a36f,Android App,Offline,2020-05-14,2020-05-07,2020-05-14,2020-05-07,1,1,40.49,31.49,[COCUK],2,71.98,1219,1,71.98,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
a1ea7ce8-1639-11ea-aa74-000d3a38a36f,Mobile,Offline,2019-07-21,2020-02-07,2019-12-11,2020-02-07,1,2,110.48,45.0,[ERKEK],3,155.48000000000002,1309,1,155.48000000000002,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
217e6ca2-9ecc-11e9-9897-000d3a38a36f,Mobile,Mobile,2019-11-29,2020-01-11,2020-01-11,2020-06-20,1,2,340.72,134.98,"[ERKEK, KADIN]",3,475.70000000000005,1336,1,475.70000000000005,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
7d0c7fd8-ae0c-11e9-a2fc-000d3a38a36f,Mobile,Offline,2018-10-14,2020-04-07,2018-10-15,2020-04-07,2,1,270.72,504.47,"[AKTIFCOCUK, ERKEK]",3,775.19,1249,1,775.19,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK]"
9ff1a2d8-28d9-11ea-b87a-000d3a38a36f,Android App,Android App,2019-07-03,2020-05-08,2020-05-08,2019-08-18,2,4,179.96,177.46,"[COCUK, AKTIFSPOR]",6,357.42,1218,1,357.42,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, AKTIFSPOR]"
c786f4a2-f7fa-11e9-841e-000d3a38a36f,Android App,Mobile,2019-10-26,2020-04-12,2020-04-12,2019-10-26,3,1,319.89,1001.27,"[ERKEK, AKTIFSPOR]",4,1321.1599999999999,1244,1,1321.1599999999999,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
d896729e-ac65-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-06-23,2020-04-07,2018-12-16,2020-04-07,2,1,110.48,258.99,"[ERKEK, COCUK]",3,369.47,1249,1,369.47,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK]"
e4c8cfd0-f3be-11e9-9346-000d3a38a36f,Desktop,Offline,2019-10-21,2020-05-06,2019-10-21,2020-05-06,1,1,240.72,133.89,[AKTIFCOCUK],2,374.61,1220,1,374.61,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
cbee6360-f12c-11e9-9346-000d3a38a36f,Mobile,Offline,2019-09-15,2020-01-07,2019-10-28,2020-01-07,2,5,650.68,115.98,[COCUK],7,766.66,1340,1,766.66,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
4f00d664-ac51-11e9-a2fc-000d3a38a36f,Android App,Offline,2017-11-06,2020-01-07,2020-05-17,2020-01-07,3,2,120.98,360.97,"[AKTIFCOCUK, COCUK]",5,481.95000000000005,1340,1,481.95000000000005,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK]"
67a1c476-2b6d-11ea-9d27-000d3a38a36f,Ios App,Ios App,2019-11-30,2020-02-12,2020-02-12,2019-11-30,1,1,19.99,129.99,[ERKEK],2,149.98000000000002,1304,1,149.98000000000002,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
9e5d57fc-a768-11e9-a2fc-000d3a38a36f,Desktop,Offline,2015-05-02,2020-02-10,2015-05-02,2020-02-10,2,2,160.47,214.98,[ERKEK],4,375.45,1306,1,375.45,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
e6cf4c78-9b6b-11ea-a27a-000d3a38a36f,Mobile,Offline,2015-12-05,2020-01-11,2016-04-24,2020-01-11,3,4,724.68,205.96,"[AKTIFCOCUK, KADIN, AKTIFSPOR]",7,930.64,1336,1,930.64,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
206fff5c-127f-11ea-a001-000d3a38a36f,Mobile,Offline,2019-02-10,2020-05-06,2019-10-11,2020-05-06,1,3,299.96,159.98,[COCUK],4,459.93999999999994,1220,1,459.93999999999994,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
3a154aa4-e442-11e9-ad00-000d3a38a36f,Desktop,Offline,2019-01-10,2020-01-11,2019-01-10,2020-01-11,1,1,184.73,288.99,"[ERKEK, KADIN]",2,473.72,1336,1,473.72,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
d8d463fc-aade-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-05-15,2020-04-11,2017-02-08,2020-04-11,2,2,340.71,229.98,"[ERKEK, COCUK, KADIN]",4,570.6899999999999,1245,1,570.6899999999999,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN]"
a89276e6-aa95-11e9-a2fc-000d3a38a36f,Android App,Android App,2019-07-07,2020-05-12,2020-05-12,2019-07-07,1,1,154.98,155.98,[ERKEK],2,310.96,1214,1,310.96,1,3,1,5,Low-Value,At Risk Customers,[ERKEK]
671cbaee-a4fa-11eb-aa3b-000d3a299ebf,Android App,Desktop,2018-07-16,2020-05-10,2020-05-10,2019-01-12,18,2,24.98,1849.45,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",20,1874.43,1216,1,1874.43,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
6e7f071c-5b2a-11ea-bf91-000d3a38a36f,Mobile,Mobile,2020-01-31,2020-04-09,2020-04-09,2020-01-31,1,1,29.99,39.99,[AKTIFCOCUK],2,69.98,1247,1,69.98,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
12947bf2-affa-11e9-9757-000d3a38a36f,Desktop,Offline,2018-05-11,2020-05-10,2019-03-15,2020-05-10,2,2,180.48,280.26,[COCUK],4,460.74,1216,1,460.74,1,3,1,5,Low-Value,At Risk Customers,[COCUK]
3664f826-5b4a-11ea-a894-000d3a38a36f,Android App,Offline,2020-02-02,2020-01-10,2020-09-27,2020-01-10,2,2,183.58,722.43,"[ERKEK, KADIN, AKTIFSPOR]",4,906.01,1337,1,906.01,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
2902ff9c-ff2a-11e9-a5e8-000d3a38a36f,Desktop,Offline,2019-08-10,2020-04-11,2019-08-10,2020-04-11,1,1,399.95,76.49,"[ERKEK, KADIN]",2,476.44,1245,1,476.44,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
b45921a0-5b39-11ea-ad7e-000d3a38a36f,Mobile,Offline,2019-12-25,2020-05-08,2020-07-31,2020-05-08,1,2,322.96,139.99,"[ERKEK, COCUK, KADIN, AKTIFSPOR]",3,462.95,1218,1,462.95,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, COCUK, KADIN, AKTIFSPOR]"
818d60b4-f88e-11e9-b138-000d3a38a36f,Desktop,Offline,2019-10-27,2020-05-07,2020-05-17,2020-05-07,1,2,209.97,74.98,"[COCUK, KADIN]",3,284.95,1219,1,284.95,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN]"
f7dd9642-244b-11ea-a30f-000d3a38a36f,Mobile,Mobile,2019-09-29,2020-01-06,2020-01-06,2019-09-29,1,1,49.99,135.98,"[AKTIFCOCUK, KADIN]",2,185.97,1341,1,185.97,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, KADIN]"
5d8d9912-d675-11e9-93bc-000d3a38a36f,Android App,Android App,2019-08-24,2020-05-11,2020-05-11,2019-08-24,2,1,89.99,449.98,"[ERKEK, AKTIFSPOR]",3,539.97,1215,1,539.97,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
73b4c58c-3dac-11ea-9e19-000d3a38a36f,Android App,Android App,2019-06-04,2020-03-07,2020-03-07,2019-06-04,8,1,119.99,1681.08,"[ERKEK, AKTIFSPOR]",9,1801.07,1280,1,1801.07,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
7ba60388-1eb1-11ea-aa32-000d3a38a36f,Android App,Offline,2019-04-28,2020-04-12,2020-11-28,2020-04-12,2,6,994.66,520.95,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]",8,1515.6100000000001,1244,1,1515.6100000000001,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
42b94e0a-a719-11e9-a2fc-000d3a38a36f,Desktop,Offline,2014-11-13,2020-01-10,2014-11-13,2020-01-10,1,1,84.98,77.94,"[AKTIFCOCUK, COCUK]",2,162.92000000000002,1337,1,162.92000000000002,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK]"
e5c371a0-531e-11ea-acd3-000d3a38a36f,Mobile,Offline,2020-01-02,2020-01-08,2020-06-21,2020-01-08,3,4,456.2,636.73,"[ERKEK, KADIN, AKTIFSPOR]",7,1092.93,1339,1,1092.93,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN, AKTIFSPOR]"
d82f8256-f1bf-11e9-9346-000d3a38a36f,Android App,Offline,2019-10-18,2020-05-08,2020-07-30,2020-05-08,3,2,109.97,679.74,"[COCUK, KADIN, AKTIFSPOR]",5,789.71,1218,1,789.71,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN, AKTIFSPOR]"
37cca20e-ab4b-11e9-a2fc-000d3a38a36f,Mobile,Offline,2017-02-03,2020-03-06,2017-09-27,2020-03-06,2,1,160.71,211.98,"[ERKEK, KADIN]",3,372.69,1281,1,372.69,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, KADIN]"
087cb3de-12cc-11ea-a001-000d3a38a36f,Android App,Android App,2019-12-04,2020-02-06,2020-02-06,2019-11-10,1,2,209.98,185.98,"[ERKEK, AKTIFSPOR]",3,395.96,1310,1,395.96,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
f8e07f92-068a-11eb-8ffc-000d3a38a36f,Android App,Android App,2020-03-10,2020-05-10,2020-05-10,2020-03-10,1,1,98.48,209.98,"[COCUK, KADIN, AKTIFSPOR]",2,308.46,1216,1,308.46,1,3,1,5,Low-Value,At Risk Customers,"[COCUK, KADIN, AKTIFSPOR]"
f54f4800-a1cc-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-27,2020-04-11,2020-04-11,2019-04-09,1,2,89.98,49.99,[AKTIFCOCUK],3,139.97,1245,1,139.97,1,3,1,5,Low-Value,At Risk Customers,[AKTIFCOCUK]
01d402a6-bbc0-11ea-9a91-000d3a38a36f,Android App,Android App,2020-01-07,2020-02-07,2020-02-07,2020-01-07,1,1,230.49,219.99,"[ERKEK, AKTIFSPOR]",2,450.48,1309,1,450.48,1,3,1,5,Low-Value,At Risk Customers,"[ERKEK, AKTIFSPOR]"
2faf103a-af05-11e9-a2fc-000d3a38a36f,Android App,Offline,2018-11-24,2020-02-07,2020-05-31,2020-02-07,3,1,60.49,255.95,"[AKTIFCOCUK, COCUK, KADIN]",4,316.44,1309,1,316.44,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK, KADIN]"
0e3174a6-ac3b-11e9-a2fc-000d3a38a36f,Desktop,Offline,2017-05-29,2020-04-09,2020-06-26,2020-04-09,5,1,80.49,228.96,"[AKTIFCOCUK, COCUK, KADIN]",6,309.45,1247,1,309.45,1,3,1,5,Low-Value,At Risk Customers,"[AKTIFCOCUK, COCUK, KADIN]"
